Entry,Entry Name
P13640,MT1G_HUMAN
P13645,K1C10_HUMAN
P13646,K1C13_HUMAN
P13647,K2C5_HUMAN
P13667,PDIA4_HUMAN
P13671,CO6_HUMAN
P13674,P4HA1_HUMAN
P13682,ZNF35_HUMAN
P13686,PPA5_HUMAN
P13688,CEAM1_HUMAN
P13693,TCTP_HUMAN
P13716,HEM2_HUMAN
P13725,ONCM_HUMAN
P13726,TF_HUMAN
P13727,PRG2_HUMAN
P13747,HLAE_HUMAN
P13762,DRB4_HUMAN
P13765,DOB_HUMAN
P13796,PLSL_HUMAN
P13797,PLST_HUMAN
P13798,ACPH_HUMAN
P13804,ETFA_HUMAN
P13805,TNNT1_HUMAN
P13807,GYS1_HUMAN
P13861,KAP2_HUMAN
P13866,SC5A1_HUMAN
P13928,ANXA8_HUMAN
P13929,ENOB_HUMAN
P13942,COBA2_HUMAN
P13945,ADRB3_HUMAN
P13984,T2FB_HUMAN
P13987,CD59_HUMAN
P13994,YJU2B_HUMAN
P13995,MTDC_HUMAN
P14060,3BHS1_HUMAN
P14061,DHB1_HUMAN
P14091,CATE_HUMAN
P14136,GFAP_HUMAN
P14138,EDN3_HUMAN
P14151,LYAM1_HUMAN
P14174,MIF_HUMAN
P14207,FOLR2_HUMAN
P14209,CD99_HUMAN
P14210,HGF_HUMAN
P14222,PERF_HUMAN
P14314,GLU2B_HUMAN
P14316,IRF2_HUMAN
P14317,HCLS1_HUMAN
P14324,FPPS_HUMAN
P14373,TRI27_HUMAN
P14384,CBPM_HUMAN
P14406,CX7A2_HUMAN
P14410,SUIS_HUMAN
P14415,AT1B2_HUMAN
P14416,DRD2_HUMAN
P14543,NID1_HUMAN
P14550,AK1A1_HUMAN
P14555,PA2GA_HUMAN
P14598,NCF1_HUMAN
P14616,INSRR_HUMAN
P14618,KPYM_HUMAN
P14625,ENPL_HUMAN
P14635,CCNB1_HUMAN
P14649,MYL6B_HUMAN
P14651,HXB3_HUMAN
P14652,HXB2_HUMAN
P14653,HXB1_HUMAN
P14672,GLUT4_HUMAN
P14678,RSMB_HUMAN
P14679,TYRO_HUMAN
P14735,IDE_HUMAN
P14770,GPIX_HUMAN
P14778,IL1R1_HUMAN
P14780,MMP9_HUMAN
P14784,IL2RB_HUMAN
P14854,CX6B1_HUMAN
P14859,PO2F1_HUMAN
P14866,HNRPL_HUMAN
P14867,GBRA1_HUMAN
P14868,SYDC_HUMAN
P14902,I23O1_HUMAN
P14920,OXDA_HUMAN
P14921,ETS1_HUMAN
P14923,PLAK_HUMAN
P14927,QCR7_HUMAN
P15018,LIF_HUMAN
P15036,ETS2_HUMAN
P15056,BRAF_HUMAN
P15085,CBPA1_HUMAN
P15086,CBPB1_HUMAN
P15090,FABP4_HUMAN
P15104,GLNA_HUMAN
P15121,ALDR_HUMAN
P15144,AMPN_HUMAN
P15151,PVR_HUMAN
P15153,RAC2_HUMAN
P15169,CBPN_HUMAN
P15170,ERF3A_HUMAN
P15172,MYOD1_HUMAN
P15173,MYOG_HUMAN
P15248,IL9_HUMAN
P15259,PGAM2_HUMAN
P15260,INGR1_HUMAN
P15289,ARSA_HUMAN
P15291,B4GT1_HUMAN
P15309,PPAP_HUMAN
P15311,EZRI_HUMAN
P15313,VATB1_HUMAN
P15328,FOLR1_HUMAN
P15336,ATF2_HUMAN
P15374,UCHL3_HUMAN
P15382,KCNE1_HUMAN
P15391,CD19_HUMAN
P15407,FOSL1_HUMAN
P15408,FOSL2_HUMAN
P15428,PGDH_HUMAN
P15498,VAV_HUMAN
P15502,ELN_HUMAN
P15509,CSF2R_HUMAN
P15514,AREG_HUMAN
P15515,HIS1_HUMAN
P15516,HIS3_HUMAN
P15529,MCP_HUMAN
P15531,NDKA_HUMAN
P15538,C11B1_HUMAN
P15559,NQO1_HUMAN
P15586,GNS_HUMAN
P15622,ZN250_HUMAN
P15692,VEGFA_HUMAN
P15735,PHKG2_HUMAN
P15812,CD1E_HUMAN
P15813,CD1D_HUMAN
P15814,IGLL1_HUMAN
P15822,ZEP1_HUMAN
P15848,ARSB_HUMAN
P15863,PAX1_HUMAN
P15880,RS2_HUMAN
P15882,CHIN_HUMAN
P15884,ITF2_HUMAN
P15907,SIAT1_HUMAN
P15918,RAG1_HUMAN
P15923,TFE2_HUMAN
P15924,DESP_HUMAN
P15927,RFA2_HUMAN
P15941,MUC1_HUMAN
P15954,COX7C_HUMAN
P15976,GATA1_HUMAN
P16035,TIMP2_HUMAN
P16050,LOX15_HUMAN
P16066,ANPRA_HUMAN
P16070,CD44_HUMAN
P16083,NQO2_HUMAN
P16104,H2AX_HUMAN
P16109,LYAM3_HUMAN
P16112,PGCA_HUMAN
P16118,F261_HUMAN
P16144,ITB4_HUMAN
P16150,LEUK_HUMAN
P16152,CBR1_HUMAN
P16157,ANK1_HUMAN
P16219,ACADS_HUMAN
P16220,CREB1_HUMAN
P16233,LIPP_HUMAN
P16234,PGFRA_HUMAN
P16278,BGAL_HUMAN
P16284,PECA1_HUMAN
P16298,PP2BB_HUMAN
P16333,NCK1_HUMAN
P16383,GCFC2_HUMAN
P16389,KCNA2_HUMAN
P16401,H15_HUMAN
P16402,H13_HUMAN
P16403,H12_HUMAN
P16410,CTLA4_HUMAN
P16422,EPCAM_HUMAN
P16435,NCPR_HUMAN
P16442,BGAT_HUMAN
P16444,DPEP1_HUMAN
P16452,EPB42_HUMAN
P16455,MGMT_HUMAN
P16471,PRLR_HUMAN
P16473,TSHR_HUMAN
P16499,PDE6A_HUMAN
P16519,NEC2_HUMAN
P16520,GBB3_HUMAN
P16581,LYAM2_HUMAN
P16591,FER_HUMAN
P16615,AT2A2_HUMAN
P16619,CL3L1_HUMAN
P16662,UD2B7_HUMAN
P16671,CD36_HUMAN
P16860,ANFB_HUMAN
P16870,CBPE_HUMAN
P16871,IL7RA_HUMAN
P16885,PLCG2_HUMAN
P16930,FAAA_HUMAN
P16949,STMN1_HUMAN
P16989,YBOX3_HUMAN
P17010,ZFX_HUMAN
P17014,ZNF12_HUMAN
P17020,ZNF16_HUMAN
P17021,ZNF17_HUMAN
P17022,ZNF18_HUMAN
P17023,ZNF19_HUMAN
P17024,ZNF20_HUMAN
P17027,ZNF23_HUMAN
P17028,ZNF24_HUMAN
P17036,ZNF3_HUMAN
P17040,ZSC20_HUMAN
P17041,ZNF32_HUMAN
P17050,NAGAB_HUMAN
P17066,HSP76_HUMAN
P17081,RHOQ_HUMAN
P17096,HMGA1_HUMAN
P17152,TMM11_HUMAN
P17174,AATC_HUMAN
P17181,INAR1_HUMAN
P17213,BPI_HUMAN
P17252,KPCA_HUMAN
P17275,JUNB_HUMAN
P17301,ITA2_HUMAN
P17302,CXA1_HUMAN
P17342,ANPRC_HUMAN
P17405,ASM_HUMAN
P17480,UBF1_HUMAN
P17481,HXB8_HUMAN
P17482,HXB9_HUMAN
P17483,HXB4_HUMAN
P17509,HXB6_HUMAN
P17516,AK1C4_HUMAN
P17535,JUND_HUMAN
P17540,KCRS_HUMAN
P17542,TAL1_HUMAN
P17544,ATF7_HUMAN
P17568,NDUB7_HUMAN
P17600,SYN1_HUMAN
P17612,KAPCA_HUMAN
P17643,TYRP1_HUMAN
P17655,CAN2_HUMAN
P17658,KCNA6_HUMAN
P17661,DESM_HUMAN
P17676,CEBPB_HUMAN
P17677,NEUM_HUMAN
P17693,HLAG_HUMAN
P17706,PTN2_HUMAN
P17707,DCAM_HUMAN
P17735,ATTY_HUMAN
P17752,TPH1_HUMAN
P17787,ACHB2_HUMAN
P17812,PYRG1_HUMAN
P17813,EGLN_HUMAN
P17844,DDX5_HUMAN
P17858,PFKAL_HUMAN
P17861,XBP1_HUMAN
P17900,SAP3_HUMAN
P17927,CR1_HUMAN
P17931,LEG3_HUMAN
P17936,IBP3_HUMAN
P17947,SPI1_HUMAN
P17948,VGFR1_HUMAN
P17980,PRS6A_HUMAN
P17987,TCPA_HUMAN
P18031,PTN1_HUMAN
P18054,LOX12_HUMAN
P18065,IBP2_HUMAN
P18074,ERCC2_HUMAN
P18075,BMP7_HUMAN
P18077,RL35A_HUMAN
P18084,ITB5_HUMAN
P18085,ARF4_HUMAN
P18089,ADA2B_HUMAN
P18124,RL7_HUMAN
P18146,EGR1_HUMAN
P18206,VINC_HUMAN
P18283,GPX2_HUMAN
P18405,S5A1_HUMAN
P18428,LBP_HUMAN
P18433,PTPRA_HUMAN
P18440,ARY1_HUMAN
P18505,GBRB1_HUMAN
P18507,GBRG2_HUMAN
P18509,PACA_HUMAN
P18510,IL1RA_HUMAN
P18545,CNRG_HUMAN
P18564,ITB6_HUMAN
P18577,RHCE_HUMAN
P18583,SON_HUMAN
P18615,NELFE_HUMAN
P18621,RL17_HUMAN
P18627,LAG3_HUMAN
P18669,PGAM1_HUMAN
P18754,RCC1_HUMAN
P18825,ADA2C_HUMAN
P18827,SDC1_HUMAN
P18846,ATF1_HUMAN
P18847,ATF3_HUMAN
P18848,ATF4_HUMAN
P18850,ATF6A_HUMAN
P18858,DNLI1_HUMAN
P18859,ATP5J_HUMAN
P18887,XRCC1_HUMAN
P19012,K1C15_HUMAN
P19013,K2C4_HUMAN
P19021,AMD_HUMAN
P19022,CADH2_HUMAN
P19075,TSN8_HUMAN
P19086,GNAZ_HUMAN
P19087,GNAT2_HUMAN
P19099,C11B2_HUMAN
P19105,ML12A_HUMAN
P19113,DCHS_HUMAN
P19174,PLCG1_HUMAN
P19224,UD16_HUMAN
P19235,EPOR_HUMAN
P19237,TNNI1_HUMAN
P19256,LFA3_HUMAN
P19320,VCAM1_HUMAN
P19338,NUCL_HUMAN
P19367,HXK1_HUMAN
P19387,RPB3_HUMAN
P19388,RPAB1_HUMAN
P19397,CD53_HUMAN
P19404,NDUV2_HUMAN
P19419,ELK1_HUMAN
P19429,TNNI3_HUMAN
P19438,TNR1A_HUMAN
P19440,GGT1_HUMAN
P19447,ERCC3_HUMAN
P19474,RO52_HUMAN
P19484,TFEB_HUMAN
P19525,E2AK2_HUMAN
P19526,FUT1_HUMAN
P19532,TFE3_HUMAN
P19544,WT1_HUMAN
P19622,HME2_HUMAN
P19623,SPEE_HUMAN
P19634,SL9A1_HUMAN
P19652,A1AG2_HUMAN
P19784,CSK22_HUMAN
P19793,RXRA_HUMAN
P19801,AOC1_HUMAN
P19823,ITIH2_HUMAN
P19827,ITIH1_HUMAN
P19835,CEL_HUMAN
P19838,NFKB1_HUMAN
P19875,CXCL2_HUMAN
P19876,CXCL3_HUMAN
P19878,NCF2_HUMAN
P19883,FST_HUMAN
P19957,ELAF_HUMAN
P19971,TYPH_HUMAN
P20020,AT2B1_HUMAN
P20023,CR2_HUMAN
P20036,DPA1_HUMAN
P20042,IF2B_HUMAN
P20061,TCO1_HUMAN
P20062,TCO2_HUMAN
P20073,ANXA7_HUMAN
P20132,SDHL_HUMAN
P20138,CD33_HUMAN
P20142,PEPC_HUMAN
P20151,KLK2_HUMAN
P20155,ISK2_HUMAN
P20160,CAP7_HUMAN
P20226,TBP_HUMAN
P20231,TRYB2_HUMAN
P20248,CCNA2_HUMAN
P20264,PO3F3_HUMAN
P20265,PO3F2_HUMAN
P20273,CD22_HUMAN
P20290,BTF3_HUMAN
P20292,AL5AP_HUMAN
P20309,ACM3_HUMAN
P20333,TNR1B_HUMAN
P20336,RAB3A_HUMAN
P20337,RAB3B_HUMAN
P20338,RAB4A_HUMAN
P20339,RAB5A_HUMAN
P20340,RAB6A_HUMAN
P20366,TKN1_HUMAN
P20393,NR1D1_HUMAN
P20396,TRH_HUMAN
P20472,PRVA_HUMAN
P20585,MSH3_HUMAN
P20591,MX1_HUMAN
P20592,MX2_HUMAN
P20594,ANPRB_HUMAN
P20618,PSB1_HUMAN
P20645,MPRD_HUMAN
P20648,ATP4A_HUMAN
P20671,H2A1D_HUMAN
P20674,COX5A_HUMAN
P20700,LMNB1_HUMAN
P20701,ITAL_HUMAN
P20702,ITAX_HUMAN
P20711,DDC_HUMAN
P20718,GRAH_HUMAN
P20719,HXA5_HUMAN
P20742,PZP_HUMAN
P20749,BCL3_HUMAN
P20774,MIME_HUMAN
P20783,NTF3_HUMAN
P20794,MAK_HUMAN
P20800,EDN2_HUMAN
P20807,CAN3_HUMAN
P20809,IL11_HUMAN
P20810,ICAL_HUMAN
P20813,CP2B6_HUMAN
P20815,CP3A5_HUMAN
P20823,HNF1A_HUMAN
P20827,EFNA1_HUMAN
P20839,IMDH1_HUMAN
P20848,A1ATR_HUMAN
P20849,CO9A1_HUMAN
P20851,C4BPB_HUMAN
P20853,CP2A7_HUMAN
P20908,CO5A1_HUMAN
P20916,MAG_HUMAN
P20929,NEBU_HUMAN
P20930,FILA_HUMAN
P20933,ASPG_HUMAN
P20936,RASA1_HUMAN
P20941,PHOS_HUMAN
P20963,CD3Z_HUMAN
P21108,PRPS3_HUMAN
P21127,CD11B_HUMAN
P21128,ENDOU_HUMAN
P21145,MAL_HUMAN
P21217,FUT3_HUMAN
P21246,PTN_HUMAN
P21266,GSTM3_HUMAN
P21281,VATB2_HUMAN
P21283,VATC1_HUMAN
P21291,CSRP1_HUMAN
P21333,FLNA_HUMAN
P21359,NF1_HUMAN
P21397,AOFA_HUMAN
P21399,ACOHC_HUMAN
P21439,MDR3_HUMAN
P21452,NK2R_HUMAN
P21453,S1PR1_HUMAN
P21462,FPR1_HUMAN
P21549,AGT1_HUMAN
P21554,CNR1_HUMAN
P21579,SYT1_HUMAN
P21580,TNAP3_HUMAN
P21583,SCF_HUMAN
P21589,5NTD_HUMAN
P21673,SAT1_HUMAN
P21675,TAF1_HUMAN
P21695,GPDA_HUMAN
P21709,EPHA1_HUMAN
P21728,DRD1_HUMAN
P21730,C5AR1_HUMAN
P21731,TA2R_HUMAN
P21741,MK_HUMAN
P21754,ZP3_HUMAN
P21757,MSRE_HUMAN
P21781,FGF7_HUMAN
P21796,VDAC1_HUMAN
P21802,FGFR2_HUMAN
P21810,PGS1_HUMAN
P21815,SIAL_HUMAN
P21817,RYR1_HUMAN
P21854,CD72_HUMAN
P21860,ERBB3_HUMAN
P21912,SDHB_HUMAN
P21917,DRD4_HUMAN
P21918,DRD5_HUMAN
P21926,CD9_HUMAN
P21941,MATN1_HUMAN
P21953,ODBB_HUMAN
P21964,COMT_HUMAN
P21980,TGM2_HUMAN
P22001,KCNA3_HUMAN
P22003,BMP5_HUMAN
P22004,BMP6_HUMAN
P22033,MUTA_HUMAN
P22059,OSBP1_HUMAN
P22061,PIMT_HUMAN
P22079,PERL_HUMAN
P22083,FUT4_HUMAN
P22087,FBRL_HUMAN
P22102,PUR2_HUMAN
P22105,TENX_HUMAN
P22223,CADH3_HUMAN
P22234,PUR6_HUMAN
P22301,IL10_HUMAN
P22303,ACES_HUMAN
P22304,IDS_HUMAN
P22307,SCP2_HUMAN
P22309,UD11_HUMAN
P22310,UD14_HUMAN
P22314,UBA1_HUMAN
P22352,GPX3_HUMAN
P22362,CCL1_HUMAN
P22392,NDKB_HUMAN
P22413,ENPP1_HUMAN
P22415,USF1_HUMAN
P22455,FGFR4_HUMAN
P22459,KCNA4_HUMAN
P22460,KCNA5_HUMAN
P22466,GALA_HUMAN
P22492,H1T_HUMAN
P22528,SPR1B_HUMAN
P22557,HEM0_HUMAN
P22570,ADRO_HUMAN
P22607,FGFR3_HUMAN
P22612,KAPCG_HUMAN
P22626,ROA2_HUMAN
P22670,RFX1_HUMAN
P22674,CCNO_HUMAN
P22680,CP7A1_HUMAN
P22681,CBL_HUMAN
P22692,IBP4_HUMAN
P22694,KAPCB_HUMAN
P22695,QCR2_HUMAN
P22732,GTR5_HUMAN
P22735,TGM1_HUMAN
P22736,NR4A1_HUMAN
P22748,CAH4_HUMAN
P22749,GNLY_HUMAN
P22760,AAAD_HUMAN
P22792,CPN2_HUMAN
P22794,EVI2A_HUMAN
P22830,HEMH_HUMAN
P22888,LSHR_HUMAN
P22891,PROZ_HUMAN
P22894,MMP8_HUMAN
P22897,MRC1_HUMAN
P22914,CRYGS_HUMAN
P23025,XPA_HUMAN
P23083,HV102_HUMAN
P23109,AMPD1_HUMAN
P23141,EST1_HUMAN
P23142,FBLN1_HUMAN
P23193,TCEA1_HUMAN
P23219,PGH1_HUMAN
P23229,ITA6_HUMAN
P23246,SFPQ_HUMAN
P23258,TBG1_HUMAN
P23276,KELL_HUMAN
P23280,CAH6_HUMAN
P23284,PPIB_HUMAN
P23297,S10A1_HUMAN
P23327,SRCH_HUMAN
P23352,KALM_HUMAN
P23368,MAOM_HUMAN
P23378,GCSP_HUMAN
P23381,SYWC_HUMAN
P23396,RS3_HUMAN
P23409,MYF6_HUMAN
P23415,GLRA1_HUMAN
P23416,GLRA2_HUMAN
P23434,GCSH_HUMAN
P23435,CBLN1_HUMAN
P23443,KS6B1_HUMAN
P23458,JAK1_HUMAN
P23467,PTPRB_HUMAN
P23468,PTPRD_HUMAN
P23469,PTPRE_HUMAN
P23470,PTPRG_HUMAN
P23471,PTPRZ_HUMAN
P23490,LORI_HUMAN
P23497,SP100_HUMAN
P23508,CRCM_HUMAN
P23510,TNFL4_HUMAN
P23511,NFYA_HUMAN
P23515,OMGP_HUMAN
P23526,SAHH_HUMAN
P23527,H2B1O_HUMAN
P23528,COF1_HUMAN
P23560,BDNF_HUMAN
P23582,ANFC_HUMAN
P23588,IF4B_HUMAN
P23610,HAP40_HUMAN
P23634,AT2B4_HUMAN
P23677,IP3KA_HUMAN
P23743,DGKA_HUMAN
P23759,PAX7_HUMAN
P23760,PAX3_HUMAN
P23763,VAMP1_HUMAN
P23769,GATA2_HUMAN
P23771,GATA3_HUMAN
P23786,CPT2_HUMAN
P23919,KTHY_HUMAN
P23921,RIR1_HUMAN
P23942,PRPH2_HUMAN
P23945,FSHR_HUMAN
P23946,CMA1_HUMAN
P23975,SC6A2_HUMAN
P24001,IL32_HUMAN
P24043,LAMA2_HUMAN
P24046,GBRR1_HUMAN
P24071,FCAR_HUMAN
P24158,PRTN3_HUMAN
P24278,ZBT25_HUMAN
P24298,ALAT1_HUMAN
P24310,CX7A1_HUMAN
P24311,COX7B_HUMAN
P24347,MMP11_HUMAN
P24385,CCND1_HUMAN
P24386,RAE1_HUMAN
P24387,CRHBP_HUMAN
P24390,ERD21_HUMAN
P24394,IL4RA_HUMAN
P24462,CP3A7_HUMAN
P24468,COT2_HUMAN
P24522,GA45A_HUMAN
P24530,EDNRB_HUMAN
P24534,EF1B_HUMAN
P24539,AT5F1_HUMAN
P24557,THAS_HUMAN
P24588,AKAP5_HUMAN
P24592,IBP6_HUMAN
P24593,IBP5_HUMAN
P24666,PPAC_HUMAN
P24723,KPCL_HUMAN
P24752,THIL_HUMAN
P24821,TENA_HUMAN
P24844,MYL9_HUMAN
P24855,DNAS1_HUMAN
P24863,CCNC_HUMAN
P24864,CCNE1_HUMAN
P24903,CP2F1_HUMAN
P24928,RPB1_HUMAN
P24941,CDK2_HUMAN
P25021,HRH2_HUMAN
P25024,CXCR1_HUMAN
P25025,CXCR2_HUMAN
P25054,APC_HUMAN
P25063,CD24_HUMAN
P25067,CO8A2_HUMAN
P25090,FPR2_HUMAN
P25092,GUC2C_HUMAN
P25098,ARBK1_HUMAN
P25100,ADA1D_HUMAN
P25101,EDNRA_HUMAN
P25103,NK1R_HUMAN
P25105,PTAFR_HUMAN
P25106,ACKR3_HUMAN
P25116,PAR1_HUMAN
P25189,MYP0_HUMAN
P25205,MCM3_HUMAN
P25208,NFYB_HUMAN
P25311,ZA2G_HUMAN
P25325,THTM_HUMAN
P25391,LAMA1_HUMAN
P25398,RS12_HUMAN
P25440,BRD2_HUMAN
P25445,TNR6_HUMAN
P25490,TYY1_HUMAN
P25685,DNJB1_HUMAN
P25686,DNJB2_HUMAN
P25705,ATPA_HUMAN
P25713,MT3_HUMAN
P25774,CATS_HUMAN
P25786,PSA1_HUMAN
P25787,PSA2_HUMAN
P25788,PSA3_HUMAN
P25789,PSA4_HUMAN
P25791,RBTN2_HUMAN
P25800,RBTN1_HUMAN
P25815,S100P_HUMAN
P25874,UCP1_HUMAN
P25929,NPY1R_HUMAN
P25940,CO5A3_HUMAN
P25942,TNR5_HUMAN
P25963,IKBA_HUMAN
P26006,ITA3_HUMAN
P26010,ITB7_HUMAN
P26012,ITB8_HUMAN
P26022,PTX3_HUMAN
P26038,MOES_HUMAN
P26045,PTN3_HUMAN
P26196,DDX6_HUMAN
P26232,CTNA2_HUMAN
P26358,DNMT1_HUMAN
P26367,PAX6_HUMAN
P26368,U2AF2_HUMAN
P26371,KRA59_HUMAN
P26373,RL13_HUMAN
P26374,RAE2_HUMAN
P26378,ELAV4_HUMAN
P26436,ASPX_HUMAN
P26439,3BHS2_HUMAN
P26440,IVD_HUMAN
P26441,CNTF_HUMAN
P26447,S10A4_HUMAN
P26572,MGAT1_HUMAN
P26583,HMGB2_HUMAN
P26599,PTBP1_HUMAN
P26639,SYTC_HUMAN
P26640,SYVC_HUMAN
P26641,EF1G_HUMAN
P26651,TTP_HUMAN
P26678,PPLA_HUMAN
P26715,NKG2A_HUMAN
P26717,NKG2C_HUMAN
P26718,NKG2D_HUMAN
P26842,CD27_HUMAN
P26885,FKBP2_HUMAN
P26927,HGFL_HUMAN
P26951,IL3RA_HUMAN
P26992,CNTFR_HUMAN
P26998,CRBB3_HUMAN
P27037,AVR2A_HUMAN
P27105,STOM_HUMAN
P27144,KAD4_HUMAN
P27169,PON1_HUMAN
P27216,ANX13_HUMAN
P27338,AOFB_HUMAN
P27348,1433T_HUMAN
P27352,IF_HUMAN
P27361,MK03_HUMAN
P27448,MARK3_HUMAN
P27449,VATL_HUMAN
P27469,G0S2_HUMAN
P27487,DPP4_HUMAN
P27539,GDF1_HUMAN
P27540,ARNT_HUMAN
P27544,CERS1_HUMAN
P27635,RL10_HUMAN
P27658,CO8A1_HUMAN
P27694,RFA1_HUMAN
P27695,APEX1_HUMAN
P27701,CD82_HUMAN
P27707,DCK_HUMAN
P27708,PYR1_HUMAN
P27797,CALR_HUMAN
P27815,PDE4A_HUMAN
P27816,MAP4_HUMAN
P27824,CALX_HUMAN
P27918,PROP_HUMAN
P27930,IL1R2_HUMAN
P27986,P85A_HUMAN
P27987,IP3KB_HUMAN
P28039,AOAH_HUMAN
P28062,PSB8_HUMAN
P28065,PSB9_HUMAN
P28066,PSA5_HUMAN
P28067,DMA_HUMAN
P28068,DMB_HUMAN
P28069,PIT1_HUMAN
P28070,PSB4_HUMAN
P28072,PSB6_HUMAN
P28074,PSB5_HUMAN
P28161,GSTM2_HUMAN
P28221,5HT1D_HUMAN
P28222,5HT1B_HUMAN
P28223,5HT2A_HUMAN
P28288,ABCD3_HUMAN
P28289,TMOD1_HUMAN
P28290,ITPI2_HUMAN
P28300,LYOX_HUMAN
P28324,ELK4_HUMAN
P28325,CYTD_HUMAN
P28328,PEX2_HUMAN
P28329,CLAT_HUMAN
P28330,ACADL_HUMAN
P28331,NDUS1_HUMAN
P28332,ADH6_HUMAN
P28335,5HT2C_HUMAN
P28336,NMBR_HUMAN
P28340,DPOD1_HUMAN
P28347,TEAD1_HUMAN
P28356,HXD9_HUMAN
P28358,HXD10_HUMAN
P28360,MSX1_HUMAN
P28370,SMCA1_HUMAN
P28472,GBRB3_HUMAN
P28476,GBRR2_HUMAN
P28482,MK01_HUMAN
P28562,DUS1_HUMAN
P28566,5HT1E_HUMAN
P28676,GRAN_HUMAN
P28698,MZF1_HUMAN
P28702,RXRB_HUMAN
P28715,ERCC5_HUMAN
P28749,RBL1_HUMAN
P28799,GRN_HUMAN
P28827,PTPRM_HUMAN
P28838,AMPL_HUMAN
P28845,DHI1_HUMAN
P28906,CD34_HUMAN
P28907,CD38_HUMAN
P28908,TNR8_HUMAN
P29016,CD1B_HUMAN
P29017,CD1C_HUMAN
P29033,CXB2_HUMAN
P29034,S10A2_HUMAN
P29074,PTN4_HUMAN
P29083,T2EA_HUMAN
P29084,T2EB_HUMAN
P29120,NEC1_HUMAN
P29122,PCSK6_HUMAN
P29144,TPP2_HUMAN
P29218,IMPA1_HUMAN
P29274,AA2AR_HUMAN
P29275,AA2BR_HUMAN
P29279,CCN2_HUMAN
P29317,EPHA2_HUMAN
P29320,EPHA3_HUMAN
P29322,EPHA8_HUMAN
P29323,EPHB2_HUMAN
P29350,PTN6_HUMAN
P29353,SHC1_HUMAN
P29371,NK3R_HUMAN
P29372,3MG_HUMAN
P29373,RABP2_HUMAN
P29374,ARI4A_HUMAN
P29375,KDM5A_HUMAN
P29376,LTK_HUMAN
P29400,CO4A5_HUMAN
P29401,TKT_HUMAN
P29459,IL12A_HUMAN
P29460,IL12B_HUMAN
P29466,CASP1_HUMAN
P29474,NOS3_HUMAN
P29475,NOS1_HUMAN
P29508,SPB3_HUMAN
P29536,LMOD1_HUMAN
P29558,RBMS1_HUMAN
P29590,PML_HUMAN
P29597,TYK2_HUMAN
P29622,KAIN_HUMAN
P29692,EF1D_HUMAN
P29728,OAS2_HUMAN
P29803,ODPAT_HUMAN
P29965,CD40L_HUMAN
P29966,MARCS_HUMAN
P29972,AQP1_HUMAN
P29973,CNGA1_HUMAN
P29992,GNA11_HUMAN
P30038,AL4A1_HUMAN
P30039,PBLD_HUMAN
P30040,ERP29_HUMAN
P30041,PRDX6_HUMAN
P30043,BLVRB_HUMAN
P30044,PRDX5_HUMAN
P30046,DOPD_HUMAN
P30047,GFRP_HUMAN
P30048,PRDX3_HUMAN
P30049,ATPD_HUMAN
P30050,RL12_HUMAN
P30084,ECHM_HUMAN
P30085,KCY_HUMAN
P30086,PEBP1_HUMAN
P30101,PDIA3_HUMAN
P30153,2AAA_HUMAN
P30154,2AAB_HUMAN
P30203,CD6_HUMAN
P30260,CDC27_HUMAN
P30273,FCERG_HUMAN
P30279,CCND2_HUMAN
P30281,CCND3_HUMAN
P30291,WEE1_HUMAN
P30301,MIP_HUMAN
P30304,MPIP1_HUMAN
P30305,MPIP2_HUMAN
P30307,MPIP3_HUMAN
P30405,PPIF_HUMAN
P30411,BKRB2_HUMAN
P30414,NKTR_HUMAN
P30419,NMT1_HUMAN
P30511,HLAF_HUMAN
P30518,V2R_HUMAN
P30519,HMOX2_HUMAN
P30520,PURA2_HUMAN
P30530,UFO_HUMAN
P30531,SC6A1_HUMAN
P30532,ACHA5_HUMAN
P30533,AMRP_HUMAN
P30536,TSPO_HUMAN
P30542,AA1R_HUMAN
P30550,GRPR_HUMAN
P30556,AGTR1_HUMAN
P30559,OXYR_HUMAN
P30566,PUR8_HUMAN
P30613,KPYR_HUMAN
P30622,CLIP1_HUMAN
P30626,SORCN_HUMAN
P30679,GNA15_HUMAN
P30711,GSTT1_HUMAN
P30740,ILEU_HUMAN
P30793,GCH1_HUMAN
P30825,CTR1_HUMAN
P30837,AL1B1_HUMAN
P30838,AL3A1_HUMAN
P30872,SSR1_HUMAN
P30874,SSR2_HUMAN
P30876,RPB2_HUMAN
P30926,ACHB4_HUMAN
P30939,5HT1F_HUMAN
P30968,GNRHR_HUMAN
P30988,CALCR_HUMAN
P30989,NTR1_HUMAN
P30990,NEUT_HUMAN
P31025,LCN1_HUMAN
P31040,SDHA_HUMAN
P31146,COR1A_HUMAN
P31150,GDIA_HUMAN
P31151,S10A7_HUMAN
P31152,MK04_HUMAN
P31153,METK2_HUMAN
P31213,S5A2_HUMAN
P31249,HXD3_HUMAN
P31260,HXA10_HUMAN
P31268,HXA7_HUMAN
P31269,HXA9_HUMAN
P31270,HXA11_HUMAN
P31271,HXA13_HUMAN
P31273,HXC8_HUMAN
P31274,HXC9_HUMAN
P31276,HXC13_HUMAN
P31314,TLX1_HUMAN
P31321,KAP1_HUMAN
P31323,KAP3_HUMAN
P31327,CPSM_HUMAN
P31350,RIR2_HUMAN
P31358,CD52_HUMAN
P31371,FGF9_HUMAN
